,Time,Latitude,Longitude,Magnitude,Epicenter,Remarks,YYYY,MM,DD,Date
291,14:57,26.68,86.27,4.2,Siraha,NSC,2016,01,27,01/27/2016
292,08:42,27.83,85.83,4.4,Sindhupalchowk,NSC,2016,01,27,01/27/2016
293,19:22,28.06,85.09,4.6,Nuwakot,NSC,2016,01,22,01/22/2016
294,17:14,27.65,86.23,4.3,Dolakha,NSC,2016,01,15,01/15/2016
295,13:05,27.63,86.25,4.1,Dolakha,NSC,2016,01,15,01/15/2016
296,17:43,27.48,86.01,4.4,Ramechhap,NSC,2016,01,09,01/09/2016
297,13:02,27.75,86.12,4.1,Dolakha,NSC,2016,01,04,01/04/2016
298,21:30,28.01,85.8,4.2,Sindhupalchowk,NSC,2016,01,02,01/02/2016
299,01:56,27.86,85.72,4.3,Sindhupalchowk,NSC,2015,12,31,12/31/2015
300,22:07,27.7,86.12,4.2,Dolakha,NSC,2015,12,28,12/28/2015
301,04:48,29.35,81.29,4.1,Bajura,NSC,2015,12,26,12/26/2015
302,03:14,27.79,86.08,4.1,Dolakha,NSC,2015,12,23,12/23/2015
303,10:16,29.44,81.69,5.5,Bajura,NSC/RSC,2015,12,18,12/18/2015
304,03:00,28.04,85.02,4.1,Dhading,NSC,2015,12,13,12/13/2015
305,01:42,27.86,86.19,4.0,Dolakha,NSC,2015,12,07,12/07/2015
306,00:25,27.78,85.39,4.1,Kathmandu,NSC,2015,11,30,11/30/2015
307,10:37,27.11,87.95,4.6,Panchthar,NSC,2015,11,27,11/27/2015
308,09:38,27.63,85.53,4.1,kavrepalanchok,NSC,2015,11,27,11/27/2015
309,18:57,27.87,85.77,4.1,Sindhupalchowk,NSC,2015,11,25,11/25/2015
310,12:24,28.15,84.81,4.4,Gorkha,NSC,2015,11,24,11/24/2015
311,11:15,27.87,85.29,4.0,Nuwakot,NSC,2015,11,24,11/24/2015
312,01:26,28.43,83.3,4.1,Myagdi,NSC/RSC,2015,11,22,11/22/2015
313,08:00,28.35,83.36,4.0,Baglung,NSC/RSC,2015,11,20,11/20/2015
314,11:59,27.77,85.88,4.0,Sindhupalchok,NSC,2015,11,19,11/19/2015
315,04:15,27.89,85.75,5.3,Sindupalchok,NSC,2015,11,19,11/19/2015
316,13:10,28.02,85.28,4.3,Rasuwa,NSC,2015,11,17,11/17/2015
317,10:00,27.99,85.65,4.2,Sindupalchok,NSC,2015,11,12,11/12/2015
318,03:43,28.03,85.23,4.3,Rasuwa,NSC,2015,10,31,10/31/2015
319,18:01,27.8,86.3,4.2,Dolakha,NSC,2015,10,17,10/17/2015
320,08:43,27.71,86.16,4.2,Dolakha,NSC,2015,10,16,10/16/2015
321,16:13,27.96,85.54,4.1,Sindupalchowk,NSC,2015,10,08,10/08/2015
322,07:15,27.57,85.31,4.0,Lalitpur,NSC,2015,10,08,10/08/2015
323,23:30,27.68,86.08,4.2,Dolakha,NSC,2015,10,07,10/07/2015
324,12:02,27.69,86.09,4.2,Dolakha,NSC,2015,10,06,10/06/2015
325,07:36,27.71,86.1,4.2,Dolakha,NSC,2015,10,05,10/05/2015
326,07:33,27.71,86.15,4.8,Dolakha,NSC,2015,10,05,10/05/2015
327,10:54,27.77,85.87,4.6,Sindhupalchowk,NSC,2015,09,29,09/29/2015
328,09:27,29.83,80.6,4.6,Darchula,RSC,2015,09,29,09/29/2015
329,06:32,27.74,85.07,4.5,Dhading,NSC,2015,09,22,09/22/2015
330,22:20,27.76,86.37,4.0,Dolakha,NSC,2015,09,20,09/20/2015
331,14:52,27.6,86.19,4.2,Dolakha,NSC,2015,09,16,09/16/2015
332,12:38,27.82,86.24,4.0,Dolakha,NSC,2015,09,09,09/09/2015
333,23:25,27.75,86.01,4.3,Sindhupalchowk,NSC,2015,09,03,09/03/2015
334,23:06,27.64,86.19,4.4,Dolakha,NSC,2015,09,02,09/02/2015
335,17:48,27.92,85.69,4.2,Sindhupalchowk,NSC,2015,08,31,08/31/2015
336,21:24,27.92,84.94,4.3,Dhading,NSC,2015,08,30,08/30/2015
337,13:17,27.72,85.75,5.0,Sindhupalchowk,NSC,2015,08,30,08/30/2015
338,02:41,27.66,86.23,4.1,Dolakha,NSC,2015,08,30,08/30/2015
339,19:06,27.85,85.74,4.2,Sindhupalchowk,NSC,2015,08,27,08/27/2015
340,00:22,28.12,84.89,4.1,Gorkha,NSC,2015,08,27,08/27/2015
341,07:46,30.11,81.53,4.1,Humla,RSC,2015,08,26,08/26/2015
342,09:23,27.68,86.22,4.0,Dolakha,NSC,2015,08,25,08/25/2015
343,09:02,27.87,86.17,5.1,Dolakha,NSC,2015,08,23,08/23/2015
344,06:36,27.96,85.48,4.0,Nuwakot,NSC,2015,08,21,08/21/2015
345,06:02,28.0,85.29,4.6,Rasuwa,NSC,2015,08,20,08/20/2015
346,22:23,27.93,86.14,4.8,Dolakha,NSC,2015,08,18,08/18/2015
347,18:11,27.71,86.05,4.8,Dolakha,NSC,2015,08,15,08/15/2015
348,04:25,27.87,86.08,4.1,Dolakha,NSC,2015,08,15,08/15/2015
349,13:02,27.59,85.97,4.3,Dolakha,NSC,2015,08,14,08/14/2015
350,20:04,27.72,85.2,4.0,Kathmandu,NSC,2015,08,13,08/13/2015
351,04:57,27.7,85.29,4.3,Kathmandu,NSC,2015,08,11,08/11/2015
352,22:30,28.14,84.72,4.9,Gorkha,NSC,2015,08,10,08/10/2015
353,06:36,30.1,81.85,4.0,Humla,RSC/NSC,2015,08,09,08/09/2015
354,02:10,27.94,85.52,4.1,Sindupalchok,NSC,2015,08,09,08/09/2015
355,15:40,27.69,86.26,4.1,Dolakha,NSC,2015,08,08,08/08/2015
356,00:39,27.77,85.7,4.0,Sindupalchok,NSC,2015,08,08,08/08/2015
357,06:12,27.5,85.5,4.4,Kavre,NSC,2015,08,07,08/07/2015
358,14:51,27.86,85.76,4.1,Sindupalchok,NSC,2015,08,06,08/06/2015
359,11:53,27.63,86.07,4.1,Dolakha,NSC,2015,08,05,08/05/2015
360,08:14,27.64,86.07,4.3,Dolakha,NSC,2015,08,05,08/05/2015
361,01:37,27.81,85.71,4.2,Sindupalchok,NSC,2015,08,01,08/01/2015
362,14:33,27.66,86.09,4.5,Dolakha,NSC/RSC,2015,07,30,07/30/2015
363,15:38,27.59,86.17,4.1,Dolakha,NSC,2015,07,28,07/28/2015
364,12:53,27.68,86.04,4.0,Dolakha,NSC,2015,07,28,07/28/2015
365,03:36,27.8,85.75,4.1,Sindupalchok,NSC,2015,07,28,07/28/2015
366,12:38,27.94,85.48,4.2,Nuwakot,NSC,2015,07,27,07/27/2015
367,04:18,27.85,85.75,4.0,Sindupalchok,NSC,2015,07,26,07/26/2015
368,03:45,27.68,86.22,4.1,Dolakha,NSC,2015,07,26,07/26/2015
369,18:20,27.61,86.28,4.3,Dolakha,NSC,2015,07,25,07/25/2015
370,14:19,27.66,86.0,4.5,Dolakha,NSC,2015,07,25,07/25/2015
371,16:29,27.7,85.32,4.6,Kathmandu,NSC/RSC,2015,07,22,07/22/2015
372,02:24,27.86,86.39,4.3,Dolakha,NSC,2015,07,21,07/21/2015
373,23:24,28.18,84.74,4.0,Gorkha,NSC,2015,07,17,07/17/2015
374,02:29,29.8,80.73,4.1,Darchula,RSC,2015,07,15,07/15/2015
375,11:54,27.63,86.09,4.2,Dolakha,NSC,2015,07,13,07/13/2015
376,10:16,28.06,85.34,4.0,Rasuwa,NSC,2015,07,13,07/13/2015
377,20:43,27.8,86.23,4.4,Dolakha,NSC,2015,07,11,07/11/2015
378,12:14,27.89,85.73,4.4,Sindupalchok,NSC,2015,07,09,07/09/2015
379,04:34,27.6,86.23,4.1,Dolakha,NSC,2015,07,08,07/08/2015
380,04:10,27.92,85.68,4.2,Sindhupalchok,NSC,2015,07,08,07/08/2015
381,09:31,29.69,81.74,4.6,Bajura,RSC,2015,07,07,07/07/2015
382,03:21,28.48,83.13,4.2,Baglung,NSC/RSC,2015,07,07,07/07/2015
383,15:29,27.96,85.75,4.4,Sindhupalchok,NSC,2015,07,06,07/06/2015
384,05:03,27.69,86.2,4.3,Dolakha,NSC,2015,07,06,07/06/2015
385,19:42,27.86,85.87,4.4,Sindupalchok,NSC,2015,07,05,07/05/2015
386,04:22,27.67,86.2,4.2,Dolakha,NSC,2015,07,05,07/05/2015
387,20:04,27.73,85.0,4.6,Dhading,NSC,2015,07,04,07/04/2015
388,23:41,27.67,85.54,4.1,Kavre,NSC,2015,07,02,07/02/2015
389,01:56,27.97,85.62,5.0,Sindhupalchowk,NSC,2015,07,02,07/02/2015
390,21:48,27.8,85.74,4.0,Sindhupalchowk,NSC,2015,07,01,07/01/2015
391,09:39,28.06,85.14,4.0,Nuwakot,NSC,2015,07,01,07/01/2015
392,03:27,27.71,86.12,4.0,Dolakha,NSC,2015,07,01,07/01/2015
393,21:46,27.55,85.79,4.4,Kavre,NSC,2015,06,30,06/30/2015
394,23:57,27.35,86.2,5.0,Ramechhap,NSC,2015,06,29,06/29/2015
395,17:49,27.93,85.64,4.0,Sindhupalchowk,NSC,2015,06,29,06/29/2015
396,17:42,27.92,85.68,4.1,Sindhupalchowk,NSC,2015,06,29,06/29/2015
397,16:16,27.92,85.66,4.3,Sindhupalchok,NSC,2015,06,28,06/28/2015
398,12:17,27.74,86.28,4.2,Dolakha,NSC,2015,06,26,06/26/2015
399,09:00,27.58,85.39,4.1,Lalitpur,NSC,2015,06,26,06/26/2015
400,18:06,27.94,85.49,4.2,Sindhupalchok,NSC,2015,06,25,06/25/2015
401,18:04,27.66,86.21,4.1,Dolakha,NSC,2015,06,25,06/25/2015
402,15:22,27.78,85.17,4.3,Nuwakot,NSC,2015,06,25,06/25/2015
403,09:14,27.85,85.75,4.0,Sindhupalchowk,NSC,2015,06,24,06/24/2015
404,07:34,27.67,86.17,4.0,Dolakha,NSC,2015,06,22,06/22/2015
405,13:41,27.8,86.0,4.3,Sindupalchok,NSC,2015,06,21,06/21/2015
406,20:55,28.17,84.94,4.2,Gorkha,NSC,2015,06,20,06/20/2015
407,12:23,28.65,82.76,5.4,Rukum,NSC,2015,06,20,06/20/2015
408,20:05,28.26,84.92,4.0,Gorkha,NSC,2015,06,19,06/19/2015
409,02:39,28.14,85.11,4.1,Dhading,NSC,2015,06,18,06/18/2015
410,02:15,28.27,85.94,5.1,Tibet,NSC,2015,06,17,06/17/2015
411,00:41,27.9,85.58,4.0,Sindhupalchok,NSC,2015,06,17,06/17/2015
412,00:29,27.91,85.59,5.2,Sindhupalchok,NSC,2015,06,17,06/17/2015
413,00:13,27.68,85.28,4.4,Kathmandu,NSC,2015,06,17,06/17/2015
414,16:11,27.7,86.16,4.1,Dolakha,NSC,2015,06,16,06/16/2015
415,10:07,27.87,85.72,4.1,Sindhupalchowk,NSC,2015,06,15,06/15/2015
416,09:16,27.74,86.26,4.1,Dolakha,NSC,2015,06,14,06/14/2015
417,00:14,27.8,85.15,4.2,Nuwakot,NSC,2015,06,14,06/14/2015
418,01:18,27.73,86.16,5.2,Dolakha,NSC,2015,06,13,06/13/2015
419,19:37,28.21,84.81,4.6,Gorkha,NSC,2015,06,12,06/12/2015
420,04:34,27.67,86.09,4.4,Dolakha,NSC,2015,06,12,06/12/2015
421,18:41,27.67,86.07,4.0,Dolakha,NSC,2015,06,11,06/11/2015
422,16:12,27.96,85.73,5.3,Sindhupalchowk,NSC,2015,06,11,06/11/2015
423,04:17,27.8,85.78,4.6,Sindhupalchowk,NSC,2015,06,11,06/11/2015
424,21:05,27.87,85.81,4.1,Sindhupalchowk,NSC,2015,06,10,06/10/2015
425,09:06,27.62,86.1,4.2,Dolakha,NSC,2015,06,10,06/10/2015
426,07:51,27.8,85.61,4.3,Sindhupalchowk,NSC,2015,06,10,06/10/2015
427,16:50,27.87,86.13,4.1,Dolakha,NSC,2015,06,07,06/07/2015
428,05:17,27.9,85.64,4.6,Sindhupalchowk,NSC,2015,06,07,06/07/2015
429,20:48,28.26,85.86,4.2,Tibet,NSC,2015,06,06,06/06/2015
430,17:00,27.58,86.18,4.0,Dolakha,NSC,2015,06,06,06/06/2015
431,08:31,27.7,85.22,4.0,Kathmandu,NSC,2015,06,05,06/05/2015
432,04:17,27.79,85.78,4.1,Sindhupalchowk,NSC,2015,06,05,06/05/2015
433,10:30,27.76,86.2,4.0,Dolakha,NSC,2015,06,04,06/04/2015
434,21:00,27.84,85.78,4.1,Sindhupalchowk,NSC,2015,06,03,06/03/2015
435,11:53,27.7,86.26,4.5,Dolakha,NSC,2015,06,03,06/03/2015
436,08:54,27.76,86.07,4.2,Dolakha,NSC,2015,06,03,06/03/2015
437,07:52,27.79,85.87,4.5,Sindhupalchowk,NSC,2015,06,03,06/03/2015
438,08:33,30.0,81.75,4.7,Humla,NSC/RSC,2015,06,02,06/02/2015
439,05:03,27.78,86.2,4.0,Dolakha,NSC,2015,06,02,06/02/2015
440,22:50,27.98,85.51,4.0,Sindhupalchowk,NSC,2015,06,01,06/01/2015
441,01:54,28.29,84.46,4.2,Lamjung,NSC,2015,05,31,05/31/2015
442,10:13,27.79,85.17,4.5,Nuwakot,NSC,2015,05,30,05/30/2015
443,08:35,28.01,85.19,4.0,Rasuwa,NSC,2015,05,30,05/30/2015
444,01:52,27.75,85.21,4.0,Dhading,NSC,2015,05,30,05/30/2015
445,12:37,27.82,86.34,4.2,Dolakha,NSC,2015,05,29,05/29/2015
446,12:30,28.01,84.84,4.8,Dhading,NSC,2015,05,29,05/29/2015
447,08:30,28.17,84.72,4.0,Gorkha,NSC,2015,05,29,05/29/2015
448,05:20,28.07,84.94,4.2,Dhading,NSC,2015,05,29,05/29/2015
449,03:44,28.0,84.98,5.2,Dhading,NSC,2015,05,29,05/29/2015
450,12:14,27.59,86.16,4.1,Dolakha,NSC,2015,05,28,05/28/2015
451,11:36,27.59,86.19,4.2,Dolakha,NSC,2015,05,28,05/28/2015
452,10:16,27.94,85.54,4.0,Sindhupalchowk,NSC,2015,05,28,05/28/2015
453,05:29,27.77,86.25,4.2,Dolakha,NSC,2015,05,28,05/28/2015
454,05:12,27.64,85.31,4.0,Kathmandu,NSC,2015,05,28,05/28/2015
455,03:40,27.95,84.8,4.0,Dhading,NSC,2015,05,28,05/28/2015
456,03:07,27.99,84.79,4.0,Dhading,NSC,2015,05,28,05/28/2015
457,12:03,27.59,86.2,4.2,Dolakha,NSC,2015,05,27,05/27/2015
458,10:29,28.04,85.13,4.2,Nuwakot,NSC,2015,05,27,05/27/2015
459,01:16,27.89,85.53,4.6,Sindhupalchowk,NSC,2015,05,27,05/27/2015
460,01:15,27.91,85.53,4.5,Sindhupalchowk,NSC,2015,05,27,05/27/2015
461,10:52,28.02,85.26,5.0,Rasuwa,NSC,2015,05,26,05/26/2015
462,08:00,27.54,85.43,4.3,Lalitpur,NSC,2015,05,26,05/26/2015
463,06:39,27.71,86.05,4.1,Dolakha,NSC,2015,05,26,05/26/2015
464,05:48,27.63,86.3,4.1,Dolakha,NSC,2015,05,26,05/26/2015
465,02:11,27.84,86.24,4.3,Dolakha,NSC,2015,05,26,05/26/2015
466,11:00,27.71,86.07,4.1,Dolakha,NSC,2015,05,25,05/25/2015
467,10:16,27.74,86.19,4.4,Dolakha,NSC,2015,05,25,05/25/2015
468,03:23,28.01,84.68,5.0,Gorkha,NSC,2015,05,25,05/25/2015
469,12:55,27.8,86.29,4.4,Dolakha,NSC,2015,05,24,05/24/2015
470,11:46,27.84,86.0,4.2,Sindhupalchowk,NSC,2015,05,24,05/24/2015
471,11:15,27.76,86.26,4.3,Dolakha,NSC,2015,05,24,05/24/2015
472,10:38,27.76,86.28,4.4,Dolakha,NSC,2015,05,24,05/24/2015
473,07:06,27.67,86.18,4.2,Dolakha,NSC,2015,05,24,05/24/2015
474,10:26,27.9,85.51,4.4,Sindhupalchok,NSC,2015,05,23,05/23/2015
475,01:14,27.74,86.2,4.2,Dolakha,NSC,2015,05,23,05/23/2015
476,08:44,27.69,86.16,4.1,Dolakha,NSC,2015,05,22,05/22/2015
477,07:07,30.31,81.47,4.8,Humla,NSC,2015,05,22,05/22/2015
478,06:49,27.78,85.93,4.0,Sindhupalchowk,NSC,2015,05,22,05/22/2015
479,05:30,27.63,86.25,4.1,Dolakha,NSC,2015,05,22,05/22/2015
480,04:44,28.05,85.08,4.8,Nuwakot,NSC,2015,05,22,05/22/2015
481,02:45,27.79,85.14,4.2,Nuwakot,NSC,2015,05,22,05/22/2015
482,07:30,28.02,84.98,4.0,Dhading,NSC,2015,05,21,05/21/2015
483,02:56,27.93,85.46,4.0,Nuwakot,NSC,2015,05,21,05/21/2015
484,02:11,27.85,86.32,4.2,Dolakha,NSC,2015,05,21,05/21/2015
485,11:10,27.84,86.33,4.2,Dolakha,NSC,2015,05,20,05/20/2015
486,02:47,27.52,85.26,4.4,Lalitput,NSC,2015,05,20,05/20/2015
487,11:29,27.9,85.99,4.0,Sindhupalchowk,NSC,2015,05,19,05/19/2015
488,04:44,27.92,86.04,4.2,Sindhupalchowk,NSC,2015,05,19,05/19/2015
489,04:34,27.66,86.03,4.3,Dolakha,NSC,2015,05,19,05/19/2015
490,11:24,27.69,86.26,4.0,Dolakha,NSC,2015,05,18,05/18/2015
491,09:11,27.71,86.07,4.2,Dolakha,NSC,2015,05,18,05/18/2015
492,06:27,28.11,84.88,4.1,Dhading,NSC,2015,05,18,05/18/2015
493,11:30,27.48,85.87,4.6,Ramechhap,NSC,2015,05,17,05/17/2015
494,08:40,27.84,86.24,4.4,Dolakha,NSC,2015,05,17,05/17/2015
495,05:00,27.73,86.06,4.4,Dolakha,NSC,2015,05,17,05/17/2015
496,09:35,27.45,85.31,4.2,Lalitpur,NSC,2015,05,16,05/16/2015
497,09:24,27.7,85.85,4.2,Sindhupalchowk,NSC,2015,05,16,05/16/2015
498,08:44,27.64,86.14,4.3,Dolakha,NSC,2015,05,16,05/16/2015
499,06:31,28.13,84.89,4.0,Gorkha,NSC,2015,05,16,05/16/2015
500,06:11,27.97,85.48,4.0,Nuwakot,NSC,2015,05,16,05/16/2015
501,05:19,27.6,86.26,5.5,Dolakha,NSC,2015,05,16,05/16/2015
502,04:38,27.66,86.09,4.1,Dolakha,NSC,2015,05,16,05/16/2015
503,04:28,27.65,86.12,4.1,Dolakha,NSC,2015,05,16,05/16/2015
504,02:15,28.07,84.7,4.0,Gorkha,NSC,2015,05,16,05/16/2015
505,10:58,27.74,86.17,4.0,Dolakha,NSC,2015,05,15,05/15/2015
506,10:51,27.92,84.84,4.0,Dhading,NSC,2015,05,15,05/15/2015
507,07:27,27.93,84.84,5.5,Dhading,NSC,2015,05,15,05/15/2015
508,04:06,27.69,86.08,4.3,Dolakha,NSC,2015,05,15,05/15/2015
509,03:38,27.63,86.25,4.1,Dolakha,NSC,2015,05,15,05/15/2015
510,03:09,27.61,86.2,4.5,Dolakha,NSC,2015,05,15,05/15/2015
511,12:16,27.92,86.31,4.3,Dolakha,NSC,2015,05,14,05/14/2015
512,09:40,27.84,85.84,4.0,Sindhupalchowk,NSC,2015,05,14,05/14/2015
513,09:06,27.83,86.15,4.5,Dolakha,NSC,2015,05,14,05/14/2015
514,08:52,27.8,85.82,4.0,Sindupalchok,NSC,2015,05,14,05/14/2015
515,08:50,27.71,86.04,4.0,Dolakha,NSC,2015,05,14,05/14/2015
516,08:21,28.06,85.35,4.5,Rasuwa,NSC,2015,05,14,05/14/2015
517,07:43,27.75,86.14,4.0,Dolakha,NSC,2015,05,14,05/14/2015
518,03:23,27.67,86.08,5.0,Dolakha,NSC,2015,05,14,05/14/2015
519,03:20,27.62,86.09,4.2,Dolakha,NSC,2015,05,14,05/14/2015
520,03:13,27.66,86.07,4.1,Dolakha,NSC,2015,05,14,05/14/2015
521,12:38,27.68,86.17,5.1,Dolakha,NSC,2015,05,13,05/13/2015
522,12:34,27.84,86.25,4.6,Dolakha,NSC,2015,05,13,05/13/2015
523,12:22,27.79,86.07,4.8,Dolakha,NSC,2015,05,13,05/13/2015
524,12:11,27.69,86.11,4.7,Sindhupalchok,NSC,2015,05,13,05/13/2015
525,10:33,27.79,86.19,4.6,Dolakha,NSC,2015,05,13,05/13/2015
526,09:36,27.7,86.15,4.1,Dolakha,NSC,2015,05,13,05/13/2015
527,09:21,27.64,85.7,4.0,Kavrepalanchok,NSC,2015,05,13,05/13/2015
528,08:28,27.75,86.25,4.4,Dolakha,NSC,2015,05,13,05/13/2015
529,08:08,27.65,86.18,4.4,Dolakha,NSC,2015,05,13,05/13/2015
530,04:44,27.63,86.17,4.5,Dolakha,NSC,2015,05,13,05/13/2015
531,04:38,27.82,86.47,4.3,Dolakha,NSC,2015,05,13,05/13/2015
532,03:42,27.85,85.92,4.2,Sindhupalchok,NSC,2015,05,13,05/13/2015
533,03:37,27.85,86.29,4.0,Dolakha,NSC,2015,05,13,05/13/2015
534,03:10,27.91,84.82,5.9,Dhading,NSC,2015,05,13,05/13/2015
535,02:30,27.6,86.16,4.3,Dolakha,NSC,2015,05,13,05/13/2015
536,02:07,27.68,85.3,4.2,Kathmandu,NSC,2015,05,13,05/13/2015
537,14 PM,27.7,86.01,4.2,Dolakha,NSC,2015,05,12,05/12/2015
538,47 PM,27.8,86.12,4.7,Dolakha,NSC,2015,05,12,05/12/2015
539,24 PM,27.69,86.21,4.7,Dolakha,NSC,2015,05,12,05/12/2015
540,20 PM,27.68,86.23,4.7,Dolakha,NSC,2015,05,12,05/12/2015
541,19 PM,27.88,85.94,4.8,Sindhupalchok,NSC,2015,05,12,05/12/2015
542,09 PM,27.79,86.11,5.0,Dolakha,NSC,2015,05,12,05/12/2015
543,06 PM,27.66,86.17,5.2,Dolakha,NSC,2015,05,12,05/12/2015
544,12:07,28.1,84.91,4.0,Dhading,NSC,2015,05,12,05/12/2015
545,11:13,27.58,86.41,4.3,Ramechhap,NSC,2015,05,12,05/12/2015
546,10:17,27.68,86.04,4.2,Dolakha,NSC,2015,05,12,05/12/2015
547,09:13,27.97,86.45,4.8,Tibet,NSC,2015,05,12,05/12/2015
548,08:44,28.03,86.36,4.1,Tibet,NSC,2015,05,12,05/12/2015
549,07:42,27.84,86.23,4.4,Dolakha,NSC,2015,05,12,05/12/2015
550,07:36,27.73,86.21,6.2,Dolakha,NSC/RSC,2015,05,12,05/12/2015
551,07:28,27.78,85.85,4.3,Sindhupalchok,NSC,2015,05,12,05/12/2015
552,07:05,27.82,86.12,6.8,Dolakha,NSC/RSC,2015,05,12,05/12/2015
553,06:53,27.72,85.97,4.0,Dolakha,NSC,2015,05,12,05/12/2015
554,06:47,27.89,85.88,4.4,Sindhupalchok,NSC,2015,05,12,05/12/2015
555,06:13,27.7,86.04,4.7,Dolakha,NSC,2015,05,12,05/12/2015
556,05:43,27.71,86.0,4.3,Dolakha,NSC,2015,05,12,05/12/2015
557,05:06,27.72,86.2,4.6,Dolakha,NSC,2015,05,12,05/12/2015
558,04:51,27.62,86.16,4.7,Dolakha,NSC,2015,05,12,05/12/2015
559,04:26,27.76,86.24,4.4,Dolakha,NSC,2015,05,12,05/12/2015
560,04:20,27.73,86.11,5.0,Dolakha,NSC,2015,05,12,05/12/2015
561,04:16,27.69,86.05,4.2,Dolakha,NSC,2015,05,12,05/12/2015
562,04:00,27.57,86.29,4.8,Ramechhap,NSC,2015,05,12,05/12/2015
563,03:49,27.68,86.03,4.4,Dolakha,NSC,2015,05,12,05/12/2015
564,03:29,27.8,85.95,4.2,Sindhupalchok,NSC,2015,05,12,05/12/2015
565,02:44,27.76,86.31,5.3,Dolakha,NSC,2015,05,12,05/12/2015
566,02:08,28.16,84.9,4.1,Gorkha,NSC,2015,05,12,05/12/2015
567,01:58,27.8,85.83,5.3,Sindhupalchok,NSC,2015,05,12,05/12/2015
568,01:51,27.8,85.94,5.1,Sindhupalchok,NSC,2015,05,12,05/12/2015
569,01:46,27.68,86.04,4.3,Dolakha,NSC,2015,05,12,05/12/2015
570,01:33,27.63,86.17,4.8,Dolakha,NSC,2015,05,12,05/12/2015
571,01:28,27.69,86.24,5.0,Dolakha,NSC,2015,05,12,05/12/2015
572,01:02,27.84,86.17,5.8,Dolakha,NSC,2015,05,12,05/12/2015
573,11:54,27.91,85.75,4.0,Sindhupalchowk,NSC,2015,05,11,05/11/2015
574,08:35,27.99,85.86,4.2,Sindhupalchowk,NSC,2015,05,11,05/11/2015
575,11:08,28.02,85.25,4.0,Rasuwa,NSC,2015,05,10,05/10/2015
576,06:34,27.88,86.0,4.4,Sindhupalchowk,NSC,2015,05,10,05/10/2015
577,03:23,27.65,85.56,4.2,kavre,NSC,2015,05,10,05/10/2015
578,02:44,26.94,86.67,4.0,Udayapur,NSC,2015,05,10,05/10/2015
579,01:50,28.04,85.96,4.2,Tibet,NSC,2015,05,10,05/10/2015
580,03:08,28.04,85.2,4.1,Rasuwa,NSC,2015,05,09,05/09/2015
581,08:19,27.75,85.91,4.2,Sindhupalchowk,NSC,2015,05,08,05/08/2015
582,06:17,27.69,86.04,5.0,Dolakha,NSC,2015,05,08,05/08/2015
583,03:05,28.01,85.41,4.2,Nuwakot,NSC,2015,05,08,05/08/2015
584,02:19,27.94,85.58,4.0,Sindhupalchowk,NSC,2015,05,08,05/08/2015
585,01:32,27.77,85.88,4.8,Sindhupalchowk,NSC,2015,05,08,05/08/2015
586,10:15,27.92,85.46,4.0,Nuwakot,NSC,2015,05,07,05/07/2015
587,07:56,27.79,85.16,4.0,Nuwakot,NSC,2015,05,07,05/07/2015
588,03:41,27.75,85.19,4.2,Nuwakot,NSC,2015,05,07,05/07/2015
589,10:19,28.04,85.26,4.0,Rasuwa,NSC,2015,05,06,05/06/2015
590,06:02,28.01,84.68,4.2,Gorkha,NSC,2015,05,06,05/06/2015
591,06:39,28.06,85.05,4.0,Dhading,NSC,2015,05,05,05/05/2015
592,05:00,27.96,86.0,4.2,Sindhupalchowk,NSC,2015,05,05,05/05/2015
593,04:23,27.74,86.03,4.3,Dolakha,NSC,2015,05,05,05/05/2015
