,Time,Latitude,Longitude,Magnitude,Epicenter,Remarks,YYYY,MM,DD,Date
594,10:36,27.8,85.16,4.1,Nuwakot,NSC,2015,05,04,05/04/2015
595,10:33,27.79,85.16,4.0,Nuwakot,NSC,2015,05,04,05/04/2015
596,09:54,27.97,85.21,4.2,Nuwakot,NSC,2015,05,04,05/04/2015
597,07:00,27.69,85.99,4.3,Dolakha,NSC,2015,05,04,05/04/2015
598,06:02,27.74,86.0,4.2,Dolakha,NSC,2015,05,04,05/04/2015
599,04:59,27.75,85.87,4.2,Sindhupalchowk,NSC,2015,05,04,05/04/2015
600,03:40,27.95,85.86,4.4,Sindhupalchowk,NSC,2015,05,04,05/04/2015
601,02:34,27.79,86.23,4.7,Dolakha,NSC,2015,05,04,05/04/2015
602,01:17,28.12,84.8,4.0,Gorkha,NSC,2015,05,04,05/04/2015
603,29 AM,27.69,85.93,4.5,Sindhupalchowk,NSC,2015,05,03,05/03/2015
604,10:46,27.94,84.83,4.5,Dhading,NSC,2015,05,03,05/03/2015
605,39 PM,28.05,84.94,4.0,Dhading,NSC,2015,05,03,05/03/2015
606,08:27,28.09,85.72,4.2,Sindhupalchowk,NSC,2015,05,03,05/03/2015
607,08:00,27.98,84.87,4.1,Dhading,NSC,2015,05,03,05/03/2015
608,06:58,27.89,85.73,4.0,Sindhupalchowk,NSC,2015,05,03,05/03/2015
609,05:47,28.08,85.04,4.0,Gorkha,NSC,2015,05,03,05/03/2015
610,05:20,27.8,85.11,4.9,Nuwakot,NSC,2015,05,03,05/03/2015
611,11:20,28.24,84.76,5.1,Gorkha,NSC,2015,05,02,05/02/2015
612,11:13,27.72,85.74,4.0,Sindhupalchowk,NSC,2015,05,02,05/02/2015
613,09:32,27.93,85.5,4.2,Sindhupalchowk,NSC,2015,05,02,05/02/2015
614,09:01,27.66,86.01,4.1,Dolakha,NSC,2015,05,02,05/02/2015
615,05:55,27.74,86.28,4.3,Dolakha,NSC,2015,05,02,05/02/2015
616,03:55,27.95,85.73,4.2,Sindhupalchowk,NSC,2015,05,02,05/02/2015
617,12:58,27.7,85.98,4.2,Dolakha,NSC,2015,05,01,05/01/2015
618,11:59,28.04,85.32,4.0,Rasuwa,NSC,2015,05,01,05/01/2015
619,11:28,28.04,85.33,4.5,Rasuwa,NSC,2015,05,01,05/01/2015
620,10:35,27.75,85.95,4.0,Sindhupalchowk,NSC,2015,05,01,05/01/2015
621,08:27,27.88,85.87,4.2,Sindhupalchowk,NSC,2015,05,01,05/01/2015
622,05:37,27.74,85.99,4.0,Dolakha,NSC,2015,05,01,05/01/2015
623,02:56,27.68,85.3,4.0,Kathmandu,NSC,2015,05,01,05/01/2015
624,11:19,27.92,85.87,4.3,Sindhupalchowk,NSC,2015,04,30,04/30/2015
625,08:31,28.05,85.34,4.7,Rasuwa,NSC,2015,04,30,04/30/2015
626,06:22,27.93,84.83,4.7,Dhading,NSC,2015,04,30,04/30/2015
627,01:29,27.65,86.09,4.1,Dolakha,NSC,2015,04,30,04/30/2015
628,11:01,28.19,84.8,4.4,Gorkha,NSC,2015,04,29,04/29/2015
629,05:54,27.79,85.14,4.2,Nuwakot,NSC,2015,04,29,04/29/2015
630,05:12,27.95,85.52,4.5,Sindhupalchowk,NSC,2015,04,29,04/29/2015
631,04:49,27.93,85.63,4.0,Sindhupalchowk,NSC,2015,04,29,04/29/2015
632,03:24,27.86,84.89,4.5,Dhading,NSC,2015,04,29,04/29/2015
633,01:17,28.04,85.37,4.0,Nuwakot,NSC,2015,04,29,04/29/2015
634,12:44,28.29,84.93,4.8,Gorkha,NSC,2015,04,28,04/28/2015
635,12:08,27.96,85.55,4.0,Sindhupalchowk,NSC,2015,04,28,04/28/2015
636,10:07,28.2,84.78,4.0,Gorkha,NSC,2015,04,28,04/28/2015
637,08:40,27.76,85.8,4.0,Sindhupalchowk,NSC,2015,04,28,04/28/2015
638,07:45,27.81,86.09,4.2,Dolakha,NSC,2015,04,28,04/28/2015
639,05:05,28.1,85.49,4.9,Sindhupalchok,NSC,2015,04,28,04/28/2015
640,05:03,27.88,85.88,4.2,Sindhupalchowk,NSC,2015,04,28,04/28/2015
641,04:44,27.78,85.17,4.0,Nuwakot,NSC,2015,04,28,04/28/2015
642,04:11,28.1,84.65,4.2,Gorkha,NSC,2015,04,28,04/28/2015
643,03:12,27.89,85.76,4.2,Sindhupalchowk,NSC,2015,04,28,04/28/2015
644,03:10,27.83,85.83,4.0,Sindhupalchowk,NSC,2015,04,28,04/28/2015
645,02:59,27.92,85.51,4.2,Sindhupalchowk,NSC,2015,04,28,04/28/2015
646,37 AM,27.75,85.2,4.1,Kathmandu,NSC,2015,04,27,04/27/2015
647,39 AM,28.26,85.1,4.5,Rasuwa,NSC,2015,04,27,04/27/2015
648,11:30,28.19,85.03,4.0,Dhading,NSC,2015,04,27,04/27/2015
649,10:39,27.82,85.89,4.2,Sindhupalchowk,NSC,2015,04,27,04/27/2015
650,10:05,27.93,85.86,4.0,Sindhupalchowk,NSC,2015,04,27,04/27/2015
651,09:59,28.24,85.23,4.3,Rasuwa,NSC,2015,04,27,04/27/2015
652,09:36,27.67,85.29,4.5,Kathmandu,NSC,2015,04,27,04/27/2015
653,08:18,27.67,85.55,4.2,Kavrepalanchowk,NSC,2015,04,27,04/27/2015
654,06:24,27.77,85.12,4.7,Nuwakot,NSC,2015,04,27,04/27/2015
655,04:27,27.82,85.76,4.4,Sindhupalchowk,NSC,2015,04,27,04/27/2015
656,04:17,27.57,85.74,4.5,Kavrepalanchowk,NSC,2015,04,27,04/27/2015
657,04:15,27.56,85.73,4.2,Kavrepalanchowk,NSC,2015,04,27,04/27/2015
658,03:17,27.8,85.12,4.0,Nuwakot,NSC,2015,04,27,04/27/2015
659,15:27,27.77,85.91,4.5,Sindhupalchowk,NSC,2015,04,26,04/26/2015
660,14:31,27.97,85.81,4.5,Sindhupalchowk,NSC,2015,04,26,04/26/2015
661,12:43,27.71,85.43,4.6,Kathmandu,NSC,2015,04,26,04/26/2015
662,12:14,27.94,85.55,4.1,Sindhupalchowk,NSC,2015,04,26,04/26/2015
663,11:51,27.91,85.55,4.2,Sindhupalchowk,NSC,2015,04,26,04/26/2015
664,10:43,28.26,85.02,4.8,Gorkha,NSC,2015,04,26,04/26/2015
665,10:42,27.83,86.06,4.0,Dolakha,NSC,2015,04,26,04/26/2015
666,10:35,28.04,85.5,4.5,Sindhupalchowk,NSC,2015,04,26,04/26/2015
667,10:10,27.95,85.87,5.3,Sindhupalchowk,NSC,2015,04,26,04/26/2015
668,10:08,27.67,85.3,4.0,Kathmandu,NSC,2015,04,26,04/26/2015
669,09:47,27.65,85.97,4.0,Dolakha,NSC,2015,04,26,04/26/2015
670,09:06,27.64,85.63,5.0,Kavre,NSC,2015,04,26,04/26/2015
671,08:55,27.8,85.16,5.1,Nuwakot,NSC,2015,04,26,04/26/2015
672,08:43,28.32,84.73,4.5,Gorkha,NSC,2015,04,26,04/26/2015
673,08:42,28.31,84.97,4.5,Gorkha,NSC,2015,04,26,04/26/2015
674,08:29,27.72,85.97,4.5,Sindhupalchowk,NSC,2015,04,26,04/26/2015
675,08:17,27.79,85.15,4.0,Nuwakot,NSC,2015,04,26,04/26/2015
676,07:09,27.84,86.05,6.9,Dolakha,NSC,2015,04,26,04/26/2015
677,07:08,27.68,85.95,4.0,Dolakha,NSC,2015,04,26,04/26/2015
678,06:56,27.89,85.6,5.0,Sindhupalchowk,NSC,2015,04,26,04/26/2015
679,06:16,27.84,85.12,4.0,Nuwakot,NSC,2015,04,26,04/26/2015
680,06:00,27.67,85.28,4.0,Kathmandu,NSC,2015,04,26,04/26/2015
681,05:32,28.05,85.34,4.0,Rasuwa,NSC,2015,04,26,04/26/2015
682,05:26,27.67,86.07,4.5,Dolakha,NSC,2015,04,26,04/26/2015
683,05:25,27.69,85.25,4.0,Kathmandu,NSC,2015,04,26,04/26/2015
684,05:01,27.99,85.02,5.5,Nuwakot,NSC,2015,04,26,04/26/2015
685,02:52,27.82,85.8,4.8,Sindhupalchowk,NSC,2015,04,26,04/26/2015
686,02:49,27.98,84.99,4.0,Gorkha,NSC,2015,04,26,04/26/2015
687,02:25,27.79,86.0,4.8,Sindhupalchowk,NSC,2015,04,26,04/26/2015
688,02:17,27.6,85.96,4.8,Sindhupalchowk,NSC,2015,04,26,04/26/2015
689,02:14,28.24,84.82,4.3,Gorkha,NSC,2015,04,26,04/26/2015
690,02:08,28.25,85.83,4.0,Rasuwa,NSC,2015,04,26,04/26/2015
691,01:56,27.93,85.56,4.4,Sindhupalchowk,NSC,2015,04,26,04/26/2015
692,01:52,28.14,84.71,4.2,Gorkha,NSC,2015,04,26,04/26/2015
693,01:49,28.05,85.35,4.0,Rasuwa,NSC,2015,04,26,04/26/2015
694,01:29,27.93,85.56,4.1,Sindhupalchowk,NSC,2015,04,26,04/26/2015
695,01:22,27.94,86.05,5.0,Tibet,NSC,2015,04,26,04/26/2015
696,01:12,27.75,85.94,5.3,Sindhupalchowk,NSC,2015,04,26,04/26/2015
697,08 PM,27.87,85.8,4.1,Sindhupalchowk,NSC/RSC,2015,04,25,04/25/2015
698,28 PM,28.29,85.16,4.6,Rasuwa,NSC/RSC,2015,04,25,04/25/2015
699,23:46,27.78,85.98,4.1,Sindhupalchowk,NSC,2015,04,25,04/25/2015
700,23:40,28.1,85.27,4.0,Rasuwa,NSC,2015,04,25,04/25/2015
701,23:27,28.34,85.91,5.6,Tibet,NSC,2015,04,25,04/25/2015
702,23:25,27.78,85.17,4.0,Nuwakot,NSC,2015,04,25,04/25/2015
703,23:24,27.9,85.53,4.0,Sindhupalchowk,NSC,2015,04,25,04/25/2015
704,23:19,27.77,85.83,4.1,Sindhupalchowk,NSC,2015,04,25,04/25/2015
705,22:31,27.8,85.29,4.0,Nuwakot,NSC,2015,04,25,04/25/2015
706,22:12,27.92,85.64,5.3,Sindhupalchowk,NSC,2015,04,25,04/25/2015
707,21:02,27.95,85.56,4.2,Sindhupalchowk,NSC,2015,04,25,04/25/2015
708,20:36,28.14,85.16,4.4,Rasuwa,NSC,2015,04,25,04/25/2015
709,20:25,27.73,85.9,5.0,Sindhupalchowk,NSC,2015,04,25,04/25/2015
710,20:08,28.05,85.25,4.1,Rasuwa,NSC,2015,04,25,04/25/2015
711,19:55,27.73,85.9,4.7,Sindhupalchowk,NSC,2015,04,25,04/25/2015
712,19:47,27.68,85.32,4.1,Kathmandu,NSC,2015,04,25,04/25/2015
713,13:53,27.79,85.16,4.1,Nuwakot,NSC/RSC,2015,04,25,04/25/2015
714,13:30,28.1,85.2,4.7,Rasuwa,NSC/RSC,2015,04,25,04/25/2015
715,12:44,28.16,84.71,5.5,Gorkha,NSC/RSC,2015,04,25,04/25/2015
716,12:39,27.82,86.05,4.5,Dolakha,NSC,2015,04,25,04/25/2015
717,12:17,28.0,85.4,4.9,Nuwakot,NSC/RSC,2015,04,25,04/25/2015
718,11:41,28.14,85.28,4.1,Rasuwa,NSC/RSC,2015,04,25,04/25/2015
719,11:05,27.91,85.5,4.6,Sindhupalchowk,NSC/RSC,2015,04,25,04/25/2015
720,10:40,27.86,85.85,4.0,Sindhupalchowk,NSC/RSC,2015,04,25,04/25/2015
721,10:23,27.87,85.8,4.1,Sindhupalchowk,NSC,2015,04,25,04/25/2015
722,09:43,28.29,85.16,4.6,Rasuwa,NSC,2015,04,25,04/25/2015
723,09:30,28.0,85.6,5.5,Sindhupalchowk,NSC/RSC,2015,04,25,04/25/2015
724,09:03,27.91,85.33,5.3,Nuwakot,NSC/RSC,2015,04,25,04/25/2015
725,08:55,27.65,85.63,5.7,Kabre,NSC/RSC,2015,04,25,04/25/2015
726,08:29,28.18,84.95,5.2,Gorkha,NSC/RSC,2015,04,25,04/25/2015
727,08:21,27.6,86.09,4.5,Dolakha,NSC,2015,04,25,04/25/2015
728,08:20,27.9,84.86,5.1,Dhading,NSC/RSC,2015,04,25,04/25/2015
729,08:17,27.78,85.84,5.2,Sindhupalchowk,NSC/RSC,2015,04,25,04/25/2015
730,07:47,27.99,85.71,5.1,Tibet,NSC,2015,04,25,04/25/2015
731,07:21,27.69,86.02,4.9,Dolakha,NSC,2015,04,25,04/25/2015
732,07:08,28.2,85.75,5.3,Rasuwa,NSC/RSC,2015,04,25,04/25/2015
733,06:56,28.13,85.65,5.7,Rasuwa,NSC/RSC,2015,04,25,04/25/2015
734,06:45,28.28,84.72,6.6,Gorkha,NSC/RSC,2015,04,25,04/25/2015
735,06:38,28.41,85.8,5.5,Tibet,NSC,2015,04,25,04/25/2015
736,06:11,28.24,84.75,7.6,Gorkha,NSC/RSC,2015,04,25,04/25/2015
737,01:57,28.4,83.99,4.1,Kaski,NSC,2015,04,23,04/23/2015
738,07:14,28.8,81.92,4.5,Jajarkot,NSC,2015,04,22,04/22/2015
739,19:52,28.85,82.18,5.1,Jajarkot,NSC,2015,04,21,04/21/2015
740,22:51,27.42,87.01,4.5,Bhojpur,NSC,2015,02,14,02/14/2015
741,19:44,28.29,83.73,5.5,Kaski,NSC,2015,01,31,01/31/2015
742,09:27,29.36,81.03,4.4,Doti,RSC,2015,01,22,01/22/2015
743,01:26,29.07,81.51,4.5,Dailekh,NSC,2015,01,06,01/06/2015
744,15:32,27.73,86.52,5.9,Solukhumbu,NSC,2014,12,18,12/18/2014
745,15:49,28.25,84.94,4.5,Gorkha,NSC,2014,11,25,11/25/2014
746,10:29,27.76,88.05,4.5,Taplejung,NSC,2014,09,17,09/17/2014
747,17:57,29.45,85.64,5.9,Tibet,N?A,2014,08,03,08/03/2014
748,16:37,29.73,80.93,4.2,Bajhang-Darchula border,NSC,2014,07,07,07/07/2014
749,05:58,27.83,87.91,4.6,Taplejung,NSC,2014,07,04,07/04/2014
750,02:46,28.23,84.09,4.1,Kaski,NSC,2014,05,25,05/25/2014
751,18:36,28.32,84.73,4.3,Gorkha,NSC,2014,05,20,05/20/2014
752,07:14,27.3,87.62,4.0,Taplejung,NSC,2014,04,23,04/23/2014
753,17:22,29.29,81.26,4.2,Achham,NSC,2014,04,11,04/11/2014
754,07:51,30.11,81.93,4.4,Humla,NSC,2014,03,31,03/31/2014
755,06:47,29.56,81.68,4.3,Bajura,NSC,2013,11,03,11/03/2013
756,01:37,27.36,87.37,4.3,Sankhuwasava,NSC,2013,10,28,10/28/2013
757,21:43,30.08,81.74,4.5,Humla,NSC,2013,10,13,10/13/2013
758,06:12,27.14,88.51,5.7,Sikkim,N/A,2013,10,03,10/03/2013
759,14:35,30.25,81.55,4.4,Humla,NSC,2013,09,22,09/22/2013
760,04:29,26.96,87.34,4.5,Dhankuta,NSC,2013,09,12,09/12/2013
761,17:48,28.43,86.03,6.0,Tibet,N/A,2013,08,30,08/30/2013
762,11:40,28.76,82.4,5.5,Rukum,NSC/RSC,2013,06,28,06/28/2013
763,06:20,30.05,80.8,4.4,Darchula,NSC/RSC,2013,06,27,06/27/2013
764,22:22,26.85,85.96,4.4,Dhanusha,NSC/RSC,2013,06,26,06/26/2013
765,16:11,27.31,86.7,4.2,Northern Khotang,NSC,2013,06,09,06/09/2013
766,06:04,29.74,81.6,4.5,Northern Bajura,NSC/RSC,2013,05,31,05/31/2013
767,17:38,27.72,85.91,4.2,Sindhupalchok,NSC,2013,05,26,05/26/2013
768,09:59,29.65,81.98,4.5,Western Mugu,NSC/RSC,2013,05,14,05/14/2013
769,03:18,29.68,82.0,4.4,Mugu,NSC,2013,05,14,05/14/2013
770,03:13,29.56,82.0,4.3,Mugu,NSC,2013,05,14,05/14/2013
771,18:28,29.87,81.26,4.9,Northern Bajhang,NSC,2013,04,28,04/28/2013
772,11:59,26.74,86.08,4.2,Dhanusha,NSC,2013,03,17,03/17/2013
773,16:49,28.57,82.27,5.4,Rukum,NSC,2013,03,06,03/06/2013
774,02:41,28.39,83.18,4.1,Baglung,NSC,2013,02,22,02/22/2013
775,01:08,29.42,81.05,4.0,Bajhang,NSC,2013,02,07,02/07/2013
776,20:59,29.48,81.26,4.5,Bajhang,NSC,2013,01,18,01/18/2013
777,17:35,26.84,86.22,4.0,Siraha,NSC,2013,01,13,01/13/2013
778,07:44,29.82,81.7,5.5,Northern part of Bajura,NSC/RSC,2013,01,09,01/09/2013
779,17:42,29.41,81.0,4.7,Bajhang and Doti border,NSC/RSC,2013,01,02,01/02/2013
780,06:05,28.27,82.84,4.5,Rolpa and Pyuthan border,NSC,2012,12,22,12/22/2012
781,03:01,28.88,82.34,4.0,North East Jajarkot,NSC,2012,12,04,12/04/2012
782,12:42,29.55,81.31,4.5,Bajhang,NSC,2012,11,12,11/12/2012
783,18:39,29.51,81.13,5.6,Southern Bajhang,NSC/RSC,2012,11,11,11/11/2012
784,06:56,27.95,87.86,4.5,Around Kanchanjunga,NSC,2012,10,22,10/22/2012
785,09:45,28.59,82.41,4.4,Southern Rukum,NSC/RSC,2012,09,17,09/17/2012
786,14:11,28.61,82.43,4.5,Southern Rukum,NSC/RSC,2012,08,30,08/30/2012
787,19:54,28.4,82.79,4.3,Northern Rolpa,NSC/RSC,2012,08,29,08/29/2012
788,08:31,28.73,81.81,4.4,Southeastern Dailekh,NSC/RSC,2012,08,28,08/28/2012
789,12:17,28.38,82.66,4.4,Rolpa,NSC/RSC,2012,08,24,08/24/2012
790,03:55,28.42,82.75,5.2,Rolpa-Rukum border region,NSC/RSC,2012,08,24,08/24/2012
791,16:42,28.39,82.73,4.4,Rolpa,NSC/RSC,2012,08,23,08/23/2012
792,16:30,28.38,82.84,5.6,Rolpa - Rukum border region,NSC/RSC,2012,08,23,08/23/2012
793,01:53,27.77,88.13,4.2,Northern Taplejung,NSC,2012,08,06,08/06/2012
794,12:05,28.55,82.37,4.2,Southern Rukum,NSC/RSC,2012,07,31,07/31/2012
795,11:58,28.53,82.42,4.8,Southern Rukum,NSC/RSC,2012,07,31,07/31/2012
796,11:50,28.58,82.48,5.0,Southern Rukum,NSC/RSC,2012,07,31,07/31/2012
797,05:48,30.12,80.54,5.0,India (close to Darchula),NSC/RSC,2012,07,28,07/28/2012
798,17:23,29.43,81.03,4.9,Southern Bajhang,NSC,2012,07,11,07/11/2012
799,07:54,27.27,88.05,4.0,Panchthar - Sikkim border,NSC,2012,07,01,07/01/2012
800,16:15,28.99,81.58,4.2,Dailekh,NSC,2012,06,15,06/15/2012
801,04:35,27.25,88.0,4.5,Panchthar - Sikkim border,NSC,2012,06,11,06/11/2012
802,07:54,28.32,84.17,5.1,Kaski,NSC,2012,06,09,06/09/2012
803,09:34,27.31,87.88,4.2,Taplejung,NSC,2012,05,30,05/30/2012
804,23:13,28.5,82.06,4.2,Salyan,NSC/RSC,2012,04,17,04/17/2012
805,02:52,29.55,81.24,4.3,Bajhang,NSC/RSC,2012,04,11,04/11/2012
806,23:40,26.12,87.87,5.2,Jhapa-India Border Region,NSC,2012,03,27,03/27/2012
807,20:36,28.7,82.02,4.7,Karkigaun-Jajarkot,N/A,2012,03,19,03/19/2012
808,23:08,29.86,81.05,4.9,Bajhang-Darchula border,NSC,2012,02,26,02/26/2012
809,22:56,29.71,81.02,4.4,Bajhang-Darchula border,NSC,2012,02,26,02/26/2012
810,13:48,27.33,88.03,4.4,Taplejung,NSC,2012,02,14,02/14/2012
811,13:41,27.38,88.11,4.5,Taplejung-Sikkim Border,NSC,2012,02,14,02/14/2012
812,20:06,27.25,88.07,4.0,Panchthar,N/A,2012,02,05,02/05/2012
813,04:07,26.84,86.43,4.0,Siraha,NSC,2012,01,24,01/24/2012
814,00:46,29.73,81.91,4.6,Humla,NSC,2012,01,19,01/19/2012
815,11:16,26.63,86.4,4.5,Siraha,NSC,2012,01,18,01/18/2012
816,08:59,28.89,81.89,4.2,Dailekh,NSC,2012,01,11,01/11/2012
817,02:10,29.62,81.53,4.0,Bajura,NSC,2011,12,30,12/30/2011
818,21:35,27.73,88.16,4.6,Taplejung,NSC,2011,12,18,12/18/2011
819,20:20,27.72,88.09,4.9,Taplejung,NSC,2011,12,14,12/14/2011
820,22:57,27.83,88.13,4.2,Taplejung,NSC,2011,12,09,12/09/2011
821,17:40,27.97,82.86,4.0,Pyuthan,NSC,2011,12,08,12/08/2011
822,05:17,28.05,85.34,4.2,Rasuwa,NSC,2011,12,02,12/02/2011
823,00:26,28.91,81.68,4.2,Dailekh,NSC,2011,11,23,11/23/2011
824,00:06,27.7,86.1,4.0,Dolakha,NSC,2011,11,19,11/19/2011
825,23:46,28.2,84.93,5.2,Gorkha,NSC,2011,11,13,11/13/2011
826,18:07,27.94,85.55,4.1,Sindhupalchowk,NSC,2011,11,08,11/08/2011
827,16:49,28.34,83.66,4.0,Parbat,NSC,2011,11,04,11/04/2011
828,11:29,29.55,81.68,4.2,Bajura,NSC,2011,10,02,10/02/2011
829,C:N/A,30.16,81.81,4.7,Humla,NSC,2011,10,01,10/01/2011
830,C:N/A,27.78,88.32,6.8,Taplejung-Sikkim Border,NSC,2011,09,18,09/18/2011
831,C:N/A,26.94,86.6,5.0,Udayapur,NSC,2011,08,27,08/27/2011
832,C:N/A,28.15,82.53,4.4,Rolpa,NSC,2011,08,25,08/25/2011
833,C:N/A,28.29,83.96,4.0,Kaski,NSC,2011,08,22,08/22/2011
834,C:N/A,29.7,81.34,4.9,Bajhang,NSC,2011,08,19,08/19/2011
835,C:N/A,28.21,84.31,4.0,Lamjung,NSC,2011,08,18,08/18/2011
836,C:N/A,27.44,86.27,5.0,Ramechhap,NSC,2011,08,15,08/15/2011
837,C:N/A,29.9,81.31,4.3,Bajhang,NSC,2011,08,09,08/09/2011
838,C:N/A,27.35,86.35,4.0,Khotang,NSC,2011,08,02,08/02/2011
839,C:N/A,27.19,86.76,4.2,Khotang,NSC,2011,07,29,07/29/2011
840,C:N/A,27.28,87.3,4.5,Sankhuwasabha,NSC,2011,07,15,07/15/2011
841,C:N/A,27.83,87.35,4.3,Sankhuwasabha,NSC,2011,06,18,06/18/2011
842,C:N/A,30.24,81.48,4.2,Humla,NSC,2011,06,17,06/17/2011
843,11:41,28.4,82.55,4.1,Rolpa,NSC,2011,06,11,06/11/2011
844,04:42,28.41,82.66,4.2,Rolpa,NSC,2011,06,11,06/11/2011
845,00:53,27.6,88.03,5.2,Taplejung,NSC,2011,06,03,06/03/2011
846,C:N/A,27.93,85.61,4.1,Sindhupalchowk,NSC,2011,04,07,04/07/2011
847,C:N/A,29.74,80.37,4.1,Darchula,NSC,2011,04,05,04/05/2011
848,C:N/A,29.92,80.54,5.7,Darchula,NSC,2011,04,04,04/04/2011
849,13:42,30.0,80.81,4.3,Darchula,NSC,2011,04,04,04/04/2011
850,C:N/A,28.35,83.96,4.0,Kaski,NSC,2011,03,22,03/22/2011
851,05:10,28.11,82.74,4.2,Pyuthan,NSC,2011,03,22,03/22/2011
852,00:06,28.31,83.78,4.4,Kaski,NSC,2011,03,12,03/12/2011
853,16:58,28.31,83.8,4.3,Kaski,NSC,2011,03,11,03/11/2011
854,16:49,28.02,85.24,4.3,Rasuwa,NSC,2011,03,10,03/10/2011
855,00:00,27.57,87.01,4.2,Sankhuwasabha,NSC,2011,02,22,02/22/2011
856,C:N/A,27.47,87.01,4.7,Bhojpur-Sankhuwasabha border,NSC,2011,02,13,02/13/2011
857,C:N/A,27.8,85.94,4.3,Sindhupalchowk,NSC,2011,01,18,01/18/2011
858,C:N/A,30.03,81.97,4.1,Humla,NSC,2011,01,18,01/18/2011
859,C:N/A,28.18,84.79,4.1,Gorkha,NSC,2010,12,18,12/18/2010
860,C:N/A,29.57,81.699,4.2,Bajura,NSC,2010,12,05,12/05/2010
861,C:N/A,26.93,85.79,4.4,Mahottari,NSC,2010,11,30,11/30/2010
862,C:N/A,28.38,82.32,4.5,Salyan,NSC,2010,11,25,11/25/2010
863,C:N/A,28.44,83.17,4.7,Baglung,NSC,2010,11,25,11/25/2010
864,C:N/A,28.64,85.71,5.0,Tibet,NSC,2010,10,17,10/17/2010
865,C:N/A,28.23,84.37,4.0,Lamjung,NSC,2010,09,01,09/01/2010
866,C:N/A,29.4,81.38,4.5,Bajura,NSC,2010,06,13,06/13/2010
867,C:N/A,28.01,86.77,4.0,Solukhumbu,NSC,2010,06,13,06/13/2010
868,14:31,29.6,81.65,5.4,Bajura,NSC,2010,06,13,06/13/2010
869,C:N/A,28.3,84.51,4.2,Lamjung,NSC,2010,05,13,05/13/2010
870,00:10,27.75,86.36,4.0,Dolakha,NSC,2010,04,30,04/30/2010
871,06:19,28.31,83.09,4.2,Baglung,NSC,2010,04,14,04/14/2010
872,14:08,29.37,81.34,4.5,Bajura,NSC,2010,04,13,04/13/2010
873,02:53,29.76,81.55,4.3,Bajura,NSC,2010,03,01,03/01/2010
874,C:N/A,28.4,81.52,4.1,Baglung,NSC,2010,02,28,02/28/2010
875,14:06,29.78,81.51,4.7,Bajhang,NSC,2010,02,25,02/25/2010
876,C:N/A,26.79,86.08,4.1,Dhanusa,NSC,2010,02,17,02/17/2010
877,C:N/A,28.37,83.97,4.1,Kaski,NSC,2010,01,18,01/18/2010
878,C:N/A,29.6,81.51,4.6,Bajura,NSC,2009,12,16,12/16/2009
879,C:N/A,28.28,84.4,4.1,Lamjung,NSC,2009,12,15,12/15/2009
880,C:N/A,29.02,82.15,4.5,Jajarkot,NSC,2009,11,22,11/22/2009
881,C:N/A,30.11,81.91,4.3,Humla,NSC,2009,11,08,11/08/2009
882,C:N/A,27.87,87.94,4.0,Taplejung,NSC,2009,11,02,11/02/2009
883,C:N/A,30.1,81.81,4.5,Humla,NSC,2009,11,01,11/01/2009
884,C:N/A,28.73,83.11,4.1,Rukum,NSC,2009,10,29,10/29/2009
885,C:N/A,29.81,82.05,4.3,Humla,NSC,2009,09,26,09/26/2009
886,C:N/A,28.12,85.18,4.0,Rasuwa,NSC,2009,08,02,08/02/2009
887,C:N/A,27.71,86.36,4.3,Dolakha,NSC,2009,07,12,07/12/2009
888,C:N/A,27.43,87.35,4.2,Sankhuwasava,NSC,2009,05,14,05/14/2009
889,C:N/A,27.48,87.36,4.6,Sankhuwasava,NSC,2009,05,14,05/14/2009
