	Time	Latitude	Longitude	Magnitude	Epicenter	Remarks	YYYY	MM	DD
290	16:20	27.95	85.52	5.5	Sindhupalchowk	NSC	2016.0	2.0	5.0
291	14:57	26.68	86.27	4.2	Siraha	NSC	2016.0	1.0	27.0
292	08:42	27.83	85.83	4.4	Sindhupalchowk	NSC	2016.0	1.0	27.0
293	19:22	28.06	85.09	4.6	Nuwakot	NSC	2016.0	1.0	22.0
294	17:14	27.65	86.23	4.3	Dolakha	NSC	2016.0	1.0	15.0
295	13:05	27.63	86.25	4.1	Dolakha	NSC	2016.0	1.0	15.0
296	17:43	27.48	86.01	4.4	Ramechhap	NSC	2016.0	1.0	9.0
297	13:02	27.75	86.12	4.1	Dolakha	NSC	2016.0	1.0	4.0
298	21:30	28.01	85.8	4.2	Sindhupalchowk	NSC	2016.0	1.0	2.0
299	01:56	27.86	85.72	4.3	Sindhupalchowk	NSC	2015.0	12.0	31.0
300	22:07	27.7	86.12	4.2	Dolakha	NSC	2015.0	12.0	28.0
301	04:48	29.35	81.29	4.1	Bajura	NSC	2015.0	12.0	26.0
302	03:14	27.79	86.08	4.1	Dolakha	NSC	2015.0	12.0	23.0
303	10:16	29.44	81.69	5.5	Bajura	NSC/RSC	2015.0	12.0	18.0
304	03:00	28.04	85.02	4.1	Dhading	NSC	2015.0	12.0	13.0
305	01:42	27.86	86.19	4.0	Dolakha	NSC	2015.0	12.0	7.0
306	00:25	27.78	85.39	4.1	Kathmandu	NSC	2015.0	11.0	30.0
307	10:37	27.11	87.95	4.6	Panchthar	NSC	2015.0	11.0	27.0
308	09:38	27.63	85.53	4.1	kavrepalanchok	NSC	2015.0	11.0	27.0
309	18:57	27.87	85.77	4.1	Sindhupalchowk	NSC	2015.0	11.0	25.0
310	12:24	28.15	84.81	4.4	Gorkha	NSC	2015.0	11.0	24.0
311	11:15	27.87	85.29	4.0	Nuwakot	NSC	2015.0	11.0	24.0
312	01:26	28.43	83.3	4.1	Myagdi	NSC/RSC	2015.0	11.0	22.0
313	08:00	28.35	83.36	4.0	Baglung	NSC/RSC	2015.0	11.0	20.0
314	11:59	27.77	85.88	4.0	Sindhupalchok	NSC	2015.0	11.0	19.0
315	04:15	27.89	85.75	5.3	Sindupalchok	NSC	2015.0	11.0	19.0
316	13:10	28.02	85.28	4.3	Rasuwa	NSC	2015.0	11.0	17.0
317	10:00	27.99	85.65	4.2	Sindupalchok	NSC	2015.0	11.0	12.0
318	03:43	28.03	85.23	4.3	Rasuwa	NSC	2015.0	10.0	31.0
319	18:01	27.8	86.3	4.2	Dolakha	NSC	2015.0	10.0	17.0
320	08:43	27.71	86.16	4.2	Dolakha	NSC	2015.0	10.0	16.0
321	16:13	27.96	85.54	4.1	Sindupalchowk	NSC	2015.0	10.0	8.0
322	07:15	27.57	85.31	4.0	Lalitpur	NSC	2015.0	10.0	8.0
323	23:30	27.68	86.08	4.2	Dolakha	NSC	2015.0	10.0	7.0
324	12:02	27.69	86.09	4.2	Dolakha	NSC	2015.0	10.0	6.0
325	07:36	27.71	86.1	4.2	Dolakha	NSC	2015.0	10.0	5.0
326	07:33	27.71	86.15	4.8	Dolakha	NSC	2015.0	10.0	5.0
327	10:54	27.77	85.87	4.6	Sindhupalchowk	NSC	2015.0	9.0	29.0
328	09:27	29.83	80.6	4.6	Darchula	RSC	2015.0	9.0	29.0
329	06:32	27.74	85.07	4.5	Dhading	NSC	2015.0	9.0	22.0
330	22:20	27.76	86.37	4.0	Dolakha	NSC	2015.0	9.0	20.0
331	14:52	27.6	86.19	4.2	Dolakha	NSC	2015.0	9.0	16.0
332	12:38	27.82	86.24	4.0	Dolakha	NSC	2015.0	9.0	9.0
333	23:25	27.75	86.01	4.3	Sindhupalchowk	NSC	2015.0	9.0	3.0
334	23:06	27.64	86.19	4.4	Dolakha	NSC	2015.0	9.0	2.0
335	17:48	27.92	85.69	4.2	Sindhupalchowk	NSC	2015.0	8.0	31.0
336	21:24	27.92	84.94	4.3	Dhading	NSC	2015.0	8.0	30.0
337	13:17	27.72	85.75	5.0	Sindhupalchowk	NSC	2015.0	8.0	30.0
338	02:41	27.66	86.23	4.1	Dolakha	NSC	2015.0	8.0	30.0
339	19:06	27.85	85.74	4.2	Sindhupalchowk	NSC	2015.0	8.0	27.0
340	00:22	28.12	84.89	4.1	Gorkha	NSC	2015.0	8.0	27.0
341	07:46	30.11	81.53	4.1	Humla	RSC	2015.0	8.0	26.0
342	09:23	27.68	86.22	4.0	Dolakha	NSC	2015.0	8.0	25.0
343	09:02	27.87	86.17	5.1	Dolakha	NSC	2015.0	8.0	23.0
344	06:36	27.96	85.48	4.0	Nuwakot	NSC	2015.0	8.0	21.0
345	06:02	28.0	85.29	4.6	Rasuwa	NSC	2015.0	8.0	20.0
346	22:23	27.93	86.14	4.8	Dolakha	NSC	2015.0	8.0	18.0
347	18:11	27.71	86.05	4.8	Dolakha	NSC	2015.0	8.0	15.0
348	04:25	27.87	86.08	4.1	Dolakha	NSC	2015.0	8.0	15.0
349	13:02	27.59	85.97	4.3	Dolakha	NSC	2015.0	8.0	14.0
350	20:04	27.72	85.2	4.0	Kathmandu	NSC	2015.0	8.0	13.0
351	04:57	27.7	85.29	4.3	Kathmandu	NSC	2015.0	8.0	11.0
352	22:30	28.14	84.72	4.9	Gorkha	NSC	2015.0	8.0	10.0
353	06:36	30.1	81.85	4.0	Humla	RSC/NSC	2015.0	8.0	9.0
354	02:10	27.94	85.52	4.1	Sindupalchok	NSC	2015.0	8.0	9.0
355	15:40	27.69	86.26	4.1	Dolakha	NSC	2015.0	8.0	8.0
356	00:39	27.77	85.7	4.0	Sindupalchok	NSC	2015.0	8.0	8.0
357	06:12	27.5	85.5	4.4	Kavre	NSC	2015.0	8.0	7.0
358	14:51	27.86	85.76	4.1	Sindupalchok	NSC	2015.0	8.0	6.0
359	11:53	27.63	86.07	4.1	Dolakha	NSC	2015.0	8.0	5.0
360	08:14	27.64	86.07	4.3	Dolakha	NSC	2015.0	8.0	5.0
361	01:37	27.81	85.71	4.2	Sindupalchok	NSC	2015.0	8.0	1.0
362	14:33	27.66	86.09	4.5	Dolakha	NSC/RSC	2015.0	7.0	30.0
363	15:38	27.59	86.17	4.1	Dolakha	NSC	2015.0	7.0	28.0
364	12:53	27.68	86.04	4.0	Dolakha	NSC	2015.0	7.0	28.0
365	03:36	27.8	85.75	4.1	Sindupalchok	NSC	2015.0	7.0	28.0
366	12:38	27.94	85.48	4.2	Nuwakot	NSC	2015.0	7.0	27.0
367	04:18	27.85	85.75	4.0	Sindupalchok	NSC	2015.0	7.0	26.0
368	03:45	27.68	86.22	4.1	Dolakha	NSC	2015.0	7.0	26.0
369	18:20	27.61	86.28	4.3	Dolakha	NSC	2015.0	7.0	25.0
370	14:19	27.66	86.0	4.5	Dolakha	NSC	2015.0	7.0	25.0
371	16:29	27.7	85.32	4.6	Kathmandu	NSC/RSC	2015.0	7.0	22.0
372	02:24	27.86	86.39	4.3	Dolakha	NSC	2015.0	7.0	21.0
373	23:24	28.18	84.74	4.0	Gorkha	NSC	2015.0	7.0	17.0
374	02:29	29.8	80.73	4.1	Darchula	RSC	2015.0	7.0	15.0
375	11:54	27.63	86.09	4.2	Dolakha	NSC	2015.0	7.0	13.0
376	10:16	28.06	85.34	4.0	Rasuwa	NSC	2015.0	7.0	13.0
377	20:43	27.8	86.23	4.4	Dolakha	NSC	2015.0	7.0	11.0
378	12:14	27.89	85.73	4.4	Sindupalchok	NSC	2015.0	7.0	9.0
379	04:34	27.6	86.23	4.1	Dolakha	NSC	2015.0	7.0	8.0
380	04:10	27.92	85.68	4.2	Sindhupalchok	NSC	2015.0	7.0	8.0
381	09:31	29.69	81.74	4.6	Bajura	RSC	2015.0	7.0	7.0
382	03:21	28.48	83.13	4.2	Baglung	NSC/RSC	2015.0	7.0	7.0
383	15:29	27.96	85.75	4.4	Sindhupalchok	NSC	2015.0	7.0	6.0
384	05:03	27.69	86.2	4.3	Dolakha	NSC	2015.0	7.0	6.0
385	19:42	27.86	85.87	4.4	Sindupalchok	NSC	2015.0	7.0	5.0
386	04:22	27.67	86.2	4.2	Dolakha	NSC	2015.0	7.0	5.0
387	20:04	27.73	85.0	4.6	Dhading	NSC	2015.0	7.0	4.0
388	23:41	27.67	85.54	4.1	Kavre	NSC	2015.0	7.0	2.0
389	01:56	27.97	85.62	5.0	Sindhupalchowk	NSC	2015.0	7.0	2.0
390	21:48	27.8	85.74	4.0	Sindhupalchowk	NSC	2015.0	7.0	1.0
391	09:39	28.06	85.14	4.0	Nuwakot	NSC	2015.0	7.0	1.0
392	03:27	27.71	86.12	4.0	Dolakha	NSC	2015.0	7.0	1.0
393	21:46	27.55	85.79	4.4	Kavre	NSC	2015.0	6.0	30.0
394	23:57	27.35	86.2	5.0	Ramechhap	NSC	2015.0	6.0	29.0
395	17:49	27.93	85.64	4.0	Sindhupalchowk	NSC	2015.0	6.0	29.0
396	17:42	27.92	85.68	4.1	Sindhupalchowk	NSC	2015.0	6.0	29.0
397	16:16	27.92	85.66	4.3	Sindhupalchok	NSC	2015.0	6.0	28.0
398	12:17	27.74	86.28	4.2	Dolakha	NSC	2015.0	6.0	26.0
399	09:00	27.58	85.39	4.1	Lalitpur	NSC	2015.0	6.0	26.0
400	18:06	27.94	85.49	4.2	Sindhupalchok	NSC	2015.0	6.0	25.0
401	18:04	27.66	86.21	4.1	Dolakha	NSC	2015.0	6.0	25.0
402	15:22	27.78	85.17	4.3	Nuwakot	NSC	2015.0	6.0	25.0
403	09:14	27.85	85.75	4.0	Sindhupalchowk	NSC	2015.0	6.0	24.0
404	07:34	27.67	86.17	4.0	Dolakha	NSC	2015.0	6.0	22.0
405	13:41	27.8	86.0	4.3	Sindupalchok	NSC	2015.0	6.0	21.0
406	20:55	28.17	84.94	4.2	Gorkha	NSC	2015.0	6.0	20.0
407	12:23	28.65	82.76	5.4	Rukum	NSC	2015.0	6.0	20.0
408	20:05	28.26	84.92	4.0	Gorkha	NSC	2015.0	6.0	19.0
409	02:39	28.14	85.11	4.1	Dhading	NSC	2015.0	6.0	18.0
410	02:15	28.27	85.94	5.1	Tibet	NSC	2015.0	6.0	17.0
411	00:41	27.9	85.58	4.0	Sindhupalchok	NSC	2015.0	6.0	17.0
412	00:29	27.91	85.59	5.2	Sindhupalchok	NSC	2015.0	6.0	17.0
413	00:13	27.68	85.28	4.4	Kathmandu	NSC	2015.0	6.0	17.0
414	16:11	27.7	86.16	4.1	Dolakha	NSC	2015.0	6.0	16.0
415	10:07	27.87	85.72	4.1	Sindhupalchowk	NSC	2015.0	6.0	15.0
416	09:16	27.74	86.26	4.1	Dolakha	NSC	2015.0	6.0	14.0
417	00:14	27.8	85.15	4.2	Nuwakot	NSC	2015.0	6.0	14.0
418	01:18	27.73	86.16	5.2	Dolakha	NSC	2015.0	6.0	13.0
419	19:37	28.21	84.81	4.6	Gorkha	NSC	2015.0	6.0	12.0
420	04:34	27.67	86.09	4.4	Dolakha	NSC	2015.0	6.0	12.0
421	18:41	27.67	86.07	4.0	Dolakha	NSC	2015.0	6.0	11.0
422	16:12	27.96	85.73	5.3	Sindhupalchowk	NSC	2015.0	6.0	11.0
423	04:17	27.8	85.78	4.6	Sindhupalchowk	NSC	2015.0	6.0	11.0
424	21:05	27.87	85.81	4.1	Sindhupalchowk	NSC	2015.0	6.0	10.0
425	09:06	27.62	86.1	4.2	Dolakha	NSC	2015.0	6.0	10.0
426	07:51	27.8	85.61	4.3	Sindhupalchowk	NSC	2015.0	6.0	10.0
427	16:50	27.87	86.13	4.1	Dolakha	NSC	2015.0	6.0	7.0
428	05:17	27.9	85.64	4.6	Sindhupalchowk	NSC	2015.0	6.0	7.0
429	20:48	28.26	85.86	4.2	Tibet	NSC	2015.0	6.0	6.0
430	17:00	27.58	86.18	4.0	Dolakha	NSC	2015.0	6.0	6.0
431	08:31	27.7	85.22	4.0	Kathmandu	NSC	2015.0	6.0	5.0
432	04:17	27.79	85.78	4.1	Sindhupalchowk	NSC	2015.0	6.0	5.0
433	10:30	27.76	86.2	4.0	Dolakha	NSC	2015.0	6.0	4.0
434	21:00	27.84	85.78	4.1	Sindhupalchowk	NSC	2015.0	6.0	3.0
435	11:53	27.7	86.26	4.5	Dolakha	NSC	2015.0	6.0	3.0
436	08:54	27.76	86.07	4.2	Dolakha	NSC	2015.0	6.0	3.0
437	07:52	27.79	85.87	4.5	Sindhupalchowk	NSC	2015.0	6.0	3.0
438	08:33	30.0	81.75	4.7	Humla	NSC/RSC	2015.0	6.0	2.0
439	05:03	27.78	86.2	4.0	Dolakha	NSC	2015.0	6.0	2.0
440	22:50	27.98	85.51	4.0	Sindhupalchowk	NSC	2015.0	6.0	1.0
441	01:54	28.29	84.46	4.2	Lamjung	NSC	2015.0	5.0	31.0
442	10:13	27.79	85.17	4.5	Nuwakot	NSC	2015.0	5.0	30.0
443	08:35	28.01	85.19	4.0	Rasuwa	NSC	2015.0	5.0	30.0
444	01:52	27.75	85.21	4.0	Dhading	NSC	2015.0	5.0	30.0
445	12:37	27.82	86.34	4.2	Dolakha	NSC	2015.0	5.0	29.0
446	12:30	28.01	84.84	4.8	Dhading	NSC	2015.0	5.0	29.0
447	08:30	28.17	84.72	4.0	Gorkha	NSC	2015.0	5.0	29.0
448	05:20	28.07	84.94	4.2	Dhading	NSC	2015.0	5.0	29.0
449	03:44	28.0	84.98	5.2	Dhading	NSC	2015.0	5.0	29.0
450	12:14	27.59	86.16	4.1	Dolakha	NSC	2015.0	5.0	28.0
451	11:36	27.59	86.19	4.2	Dolakha	NSC	2015.0	5.0	28.0
452	10:16	27.94	85.54	4.0	Sindhupalchowk	NSC	2015.0	5.0	28.0
453	05:29	27.77	86.25	4.2	Dolakha	NSC	2015.0	5.0	28.0
454	05:12	27.64	85.31	4.0	Kathmandu	NSC	2015.0	5.0	28.0
455	03:40	27.95	84.8	4.0	Dhading	NSC	2015.0	5.0	28.0
456	03:07	27.99	84.79	4.0	Dhading	NSC	2015.0	5.0	28.0
457	12:03	27.59	86.2	4.2	Dolakha	NSC	2015.0	5.0	27.0
458	10:29	28.04	85.13	4.2	Nuwakot	NSC	2015.0	5.0	27.0
459	01:16	27.89	85.53	4.6	Sindhupalchowk	NSC	2015.0	5.0	27.0
460	01:15	27.91	85.53	4.5	Sindhupalchowk	NSC	2015.0	5.0	27.0
461	10:52	28.02	85.26	5.0	Rasuwa	NSC	2015.0	5.0	26.0
462	08:00	27.54	85.43	4.3	Lalitpur	NSC	2015.0	5.0	26.0
463	06:39	27.71	86.05	4.1	Dolakha	NSC	2015.0	5.0	26.0
464	05:48	27.63	86.3	4.1	Dolakha	NSC	2015.0	5.0	26.0
465	02:11	27.84	86.24	4.3	Dolakha	NSC	2015.0	5.0	26.0
466	11:00	27.71	86.07	4.1	Dolakha	NSC	2015.0	5.0	25.0
467	10:16	27.74	86.19	4.4	Dolakha	NSC	2015.0	5.0	25.0
468	03:23	28.01	84.68	5.0	Gorkha	NSC	2015.0	5.0	25.0
469	12:55	27.8	86.29	4.4	Dolakha	NSC	2015.0	5.0	24.0
470	11:46	27.84	86.0	4.2	Sindhupalchowk	NSC	2015.0	5.0	24.0
471	11:15	27.76	86.26	4.3	Dolakha	NSC	2015.0	5.0	24.0
472	10:38	27.76	86.28	4.4	Dolakha	NSC	2015.0	5.0	24.0
473	07:06	27.67	86.18	4.2	Dolakha	NSC	2015.0	5.0	24.0
474	10:26	27.9	85.51	4.4	Sindhupalchok	NSC	2015.0	5.0	23.0
475	01:14	27.74	86.2	4.2	Dolakha	NSC	2015.0	5.0	23.0
476	08:44	27.69	86.16	4.1	Dolakha	NSC	2015.0	5.0	22.0
477	07:07	30.31	81.47	4.8	Humla	NSC	2015.0	5.0	22.0
478	06:49	27.78	85.93	4.0	Sindhupalchowk	NSC	2015.0	5.0	22.0
479	05:30	27.63	86.25	4.1	Dolakha	NSC	2015.0	5.0	22.0
480	04:44	28.05	85.08	4.8	Nuwakot	NSC	2015.0	5.0	22.0
481	02:45	27.79	85.14	4.2	Nuwakot	NSC	2015.0	5.0	22.0
482	07:30	28.02	84.98	4.0	Dhading	NSC	2015.0	5.0	21.0
483	02:56	27.93	85.46	4.0	Nuwakot	NSC	2015.0	5.0	21.0
484	02:11	27.85	86.32	4.2	Dolakha	NSC	2015.0	5.0	21.0
485	11:10	27.84	86.33	4.2	Dolakha	NSC	2015.0	5.0	20.0
486	02:47	27.52	85.26	4.4	Lalitput	NSC	2015.0	5.0	20.0
487	11:29	27.9	85.99	4.0	Sindhupalchowk	NSC	2015.0	5.0	19.0
488	04:44	27.92	86.04	4.2	Sindhupalchowk	NSC	2015.0	5.0	19.0
489	04:34	27.66	86.03	4.3	Dolakha	NSC	2015.0	5.0	19.0
490	11:24	27.69	86.26	4.0	Dolakha	NSC	2015.0	5.0	18.0
491	09:11	27.71	86.07	4.2	Dolakha	NSC	2015.0	5.0	18.0
492	06:27	28.11	84.88	4.1	Dhading	NSC	2015.0	5.0	18.0
493	11:30	27.48	85.87	4.6	Ramechhap	NSC	2015.0	5.0	17.0
494	08:40	27.84	86.24	4.4	Dolakha	NSC	2015.0	5.0	17.0
495	05:00	27.73	86.06	4.4	Dolakha	NSC	2015.0	5.0	17.0
496	09:35	27.45	85.31	4.2	Lalitpur	NSC	2015.0	5.0	16.0
497	09:24	27.7	85.85	4.2	Sindhupalchowk	NSC	2015.0	5.0	16.0
498	08:44	27.64	86.14	4.3	Dolakha	NSC	2015.0	5.0	16.0
499	06:31	28.13	84.89	4.0	Gorkha	NSC	2015.0	5.0	16.0
500	06:11	27.97	85.48	4.0	Nuwakot	NSC	2015.0	5.0	16.0
501	05:19	27.6	86.26	5.5	Dolakha	NSC	2015.0	5.0	16.0
502	04:38	27.66	86.09	4.1	Dolakha	NSC	2015.0	5.0	16.0
503	04:28	27.65	86.12	4.1	Dolakha	NSC	2015.0	5.0	16.0
504	02:15	28.07	84.7	4.0	Gorkha	NSC	2015.0	5.0	16.0
505	10:58	27.74	86.17	4.0	Dolakha	NSC	2015.0	5.0	15.0
506	10:51	27.92	84.84	4.0	Dhading	NSC	2015.0	5.0	15.0
507	07:27	27.93	84.84	5.5	Dhading	NSC	2015.0	5.0	15.0
508	04:06	27.69	86.08	4.3	Dolakha	NSC	2015.0	5.0	15.0
509	03:38	27.63	86.25	4.1	Dolakha	NSC	2015.0	5.0	15.0
510	03:09	27.61	86.2	4.5	Dolakha	NSC	2015.0	5.0	15.0
511	12:16	27.92	86.31	4.3	Dolakha	NSC	2015.0	5.0	14.0
512	09:40	27.84	85.84	4.0	Sindhupalchowk	NSC	2015.0	5.0	14.0
513	09:06	27.83	86.15	4.5	Dolakha	NSC	2015.0	5.0	14.0
514	08:52	27.8	85.82	4.0	Sindupalchok	NSC	2015.0	5.0	14.0
515	08:50	27.71	86.04	4.0	Dolakha	NSC	2015.0	5.0	14.0
516	08:21	28.06	85.35	4.5	Rasuwa	NSC	2015.0	5.0	14.0
517	07:43	27.75	86.14	4.0	Dolakha	NSC	2015.0	5.0	14.0
518	03:23	27.67	86.08	5.0	Dolakha	NSC	2015.0	5.0	14.0
519	03:20	27.62	86.09	4.2	Dolakha	NSC	2015.0	5.0	14.0
520	03:13	27.66	86.07	4.1	Dolakha	NSC	2015.0	5.0	14.0
521	12:38	27.68	86.17	5.1	Dolakha	NSC	2015.0	5.0	13.0
522	12:34	27.84	86.25	4.6	Dolakha	NSC	2015.0	5.0	13.0
523	12:22	27.79	86.07	4.8	Dolakha	NSC	2015.0	5.0	13.0
524	12:11	27.69	86.11	4.7	Sindhupalchok	NSC	2015.0	5.0	13.0
525	10:33	27.79	86.19	4.6	Dolakha	NSC	2015.0	5.0	13.0
526	09:36	27.7	86.15	4.1	Dolakha	NSC	2015.0	5.0	13.0
527	09:21	27.64	85.7	4.0	Kavrepalanchok	NSC	2015.0	5.0	13.0
528	08:28	27.75	86.25	4.4	Dolakha	NSC	2015.0	5.0	13.0
529	08:08	27.65	86.18	4.4	Dolakha	NSC	2015.0	5.0	13.0
530	04:44	27.63	86.17	4.5	Dolakha	NSC	2015.0	5.0	13.0
531	04:38	27.82	86.47	4.3	Dolakha	NSC	2015.0	5.0	13.0
532	03:42	27.85	85.92	4.2	Sindhupalchok	NSC	2015.0	5.0	13.0
533	03:37	27.85	86.29	4.0	Dolakha	NSC	2015.0	5.0	13.0
534	03:10	27.91	84.82	5.9	Dhading	NSC	2015.0	5.0	13.0
535	02:30	27.6	86.16	4.3	Dolakha	NSC	2015.0	5.0	13.0
536	02:07	27.68	85.3	4.2	Kathmandu	NSC	2015.0	5.0	13.0
537	14 PM	27.7	86.01	4.2	Dolakha	NSC	2015.0	5.0	12.0
538	47 PM	27.8	86.12	4.7	Dolakha	NSC	2015.0	5.0	12.0
539	24 PM	27.69	86.21	4.7	Dolakha	NSC	2015.0	5.0	12.0
540	20 PM	27.68	86.23	4.7	Dolakha	NSC	2015.0	5.0	12.0
541	19 PM	27.88	85.94	4.8	Sindhupalchok	NSC	2015.0	5.0	12.0
542	09 PM	27.79	86.11	5.0	Dolakha	NSC	2015.0	5.0	12.0
543	06 PM	27.66	86.17	5.2	Dolakha	NSC	2015.0	5.0	12.0
544	12:07	28.1	84.91	4.0	Dhading	NSC	2015.0	5.0	12.0
545	11:13	27.58	86.41	4.3	Ramechhap	NSC	2015.0	5.0	12.0
546	10:17	27.68	86.04	4.2	Dolakha	NSC	2015.0	5.0	12.0
547	09:13	27.97	86.45	4.8	Tibet	NSC	2015.0	5.0	12.0
548	08:44	28.03	86.36	4.1	Tibet	NSC	2015.0	5.0	12.0
549	07:42	27.84	86.23	4.4	Dolakha	NSC	2015.0	5.0	12.0
550	07:36	27.73	86.21	6.2	Dolakha	NSC/RSC	2015.0	5.0	12.0
551	07:28	27.78	85.85	4.3	Sindhupalchok	NSC	2015.0	5.0	12.0
552	07:05	27.82	86.12	6.8	Dolakha	NSC/RSC	2015.0	5.0	12.0
553	06:53	27.72	85.97	4.0	Dolakha	NSC	2015.0	5.0	12.0
554	06:47	27.89	85.88	4.4	Sindhupalchok	NSC	2015.0	5.0	12.0
555	06:13	27.7	86.04	4.7	Dolakha	NSC	2015.0	5.0	12.0
556	05:43	27.71	86.0	4.3	Dolakha	NSC	2015.0	5.0	12.0
557	05:06	27.72	86.2	4.6	Dolakha	NSC	2015.0	5.0	12.0
558	04:51	27.62	86.16	4.7	Dolakha	NSC	2015.0	5.0	12.0
559	04:26	27.76	86.24	4.4	Dolakha	NSC	2015.0	5.0	12.0
560	04:20	27.73	86.11	5.0	Dolakha	NSC	2015.0	5.0	12.0
561	04:16	27.69	86.05	4.2	Dolakha	NSC	2015.0	5.0	12.0
562	04:00	27.57	86.29	4.8	Ramechhap	NSC	2015.0	5.0	12.0
563	03:49	27.68	86.03	4.4	Dolakha	NSC	2015.0	5.0	12.0
564	03:29	27.8	85.95	4.2	Sindhupalchok	NSC	2015.0	5.0	12.0
565	02:44	27.76	86.31	5.3	Dolakha	NSC	2015.0	5.0	12.0
566	02:08	28.16	84.9	4.1	Gorkha	NSC	2015.0	5.0	12.0
567	01:58	27.8	85.83	5.3	Sindhupalchok	NSC	2015.0	5.0	12.0
568	01:51	27.8	85.94	5.1	Sindhupalchok	NSC	2015.0	5.0	12.0
569	01:46	27.68	86.04	4.3	Dolakha	NSC	2015.0	5.0	12.0
570	01:33	27.63	86.17	4.8	Dolakha	NSC	2015.0	5.0	12.0
571	01:28	27.69	86.24	5.0	Dolakha	NSC	2015.0	5.0	12.0
572	01:02	27.84	86.17	5.8	Dolakha	NSC	2015.0	5.0	12.0
573	11:54	27.91	85.75	4.0	Sindhupalchowk	NSC	2015.0	5.0	11.0
574	08:35	27.99	85.86	4.2	Sindhupalchowk	NSC	2015.0	5.0	11.0
575	11:08	28.02	85.25	4.0	Rasuwa	NSC	2015.0	5.0	10.0
576	06:34	27.88	86.0	4.4	Sindhupalchowk	NSC	2015.0	5.0	10.0
577	03:23	27.65	85.56	4.2	kavre	NSC	2015.0	5.0	10.0
578	02:44	26.94	86.67	4.0	Udayapur	NSC	2015.0	5.0	10.0
579	01:50	28.04	85.96	4.2	Tibet	NSC	2015.0	5.0	10.0
580	03:08	28.04	85.2	4.1	Rasuwa	NSC	2015.0	5.0	9.0
581	08:19	27.75	85.91	4.2	Sindhupalchowk	NSC	2015.0	5.0	8.0
582	06:17	27.69	86.04	5.0	Dolakha	NSC	2015.0	5.0	8.0
583	03:05	28.01	85.41	4.2	Nuwakot	NSC	2015.0	5.0	8.0
584	02:19	27.94	85.58	4.0	Sindhupalchowk	NSC	2015.0	5.0	8.0
585	01:32	27.77	85.88	4.8	Sindhupalchowk	NSC	2015.0	5.0	8.0
586	10:15	27.92	85.46	4.0	Nuwakot	NSC	2015.0	5.0	7.0
587	07:56	27.79	85.16	4.0	Nuwakot	NSC	2015.0	5.0	7.0
588	03:41	27.75	85.19	4.2	Nuwakot	NSC	2015.0	5.0	7.0
589	10:19	28.04	85.26	4.0	Rasuwa	NSC	2015.0	5.0	6.0
590	06:02	28.01	84.68	4.2	Gorkha	NSC	2015.0	5.0	6.0
591	06:39	28.06	85.05	4.0	Dhading	NSC	2015.0	5.0	5.0
592	05:00	27.96	86.0	4.2	Sindhupalchowk	NSC	2015.0	5.0	5.0
593	04:23	27.74	86.03	4.3	Dolakha	NSC	2015.0	5.0	5.0
